job_title,company,location,sumber,bahasa,cluster,cluster_name,cluster_sfia,is_ai_job,skill_count,skills_list,job_description,posted_time,job_url
Senior Software Engineering - Jakarta,Lemonilo,"Jakarta, Indonesia",LinkedIn,English,5,Multi-Cloud Platform Engineering,SFIA 9: IT Infrastructure (ITOP) + Systems Design (ARCH),False,14,"Python, Go, Php, PostgreSQL, Bigquery, GCP, Azure, Docker, Kubernetes, CI/CD, Devops, Data Warehouse, Git, System Design","As an Engineering Team, you will be responsible for designing and owning scalable backend systems using Golang by building high-performance APIs, managing cloud infrastructure and data workflows, and driving system reliability, optimization, and engineering best practices.
What will you do 
Design, build, and maintain scalable backend systems using Golang as the primary programming language.
Develop robust APIs and services with a strong focus on performance, reliability, and security.
Take full ownership of systems end-to-end, from design and development to deployment, monitoring, and continuous optimization.
Collaborate closely with product, data, and infrastructure teams to deliver high-impact and scalable solutions.
Architect and optimize data workflows leveraging BigQuery and PostgreSQL.
Deploy and manage applications on Google Cloud Platform (GCP).
Build and enhance CI/CD pipelines to enable fast, reliable, and repeatable deployments.
Improve system observability through effective logging, monitoring, and alerting practices.
Conduct code reviews, uphold engineering best practices, and mentor fellow engineers.
Identify technical bottlenecks and proactively drive improvements in system performance and scalability.
What are we looking for 
5+ years of experience in software engineering, with strong expertise in backend development.
Strong proficiency in Golang (required).
Experience with Python (preferred) and/or PHP (nice to have).
Solid understanding of system design, distributed systems, and scalable architecture.
Hands-on experience with Google Cloud Platform (GCP) or similar cloud environments.
Experience building and managing CI/CD pipelines (experience with Microsoft Azure DevOps is a plus).
Proficient in Git and modern development workflows.
Strong experience with PostgreSQL and database design principles.
Familiarity with BigQuery or other data warehouse technologies.
Experience with Cloudflare or similar CDN/security platforms.
Familiarity with containerization and orchestration tools (e.g., Docker, Kubernetes).
Experience with messaging systems or asynchronous processing is a plus.
Strong problem-solving skills with the ability to work independently and take initiative.
Excellent communication skills with the ability to collaborate effectively across teams.
Proven ability to mentor engineers and contribute to technical decision-making.
About Lemonilo
Since 2016, Lemonilo is a well-known leading health and wellness CPG (Consumer Packaged Goods) brand in Indonesia with a mission to make healthy living accessible through affordable, great-tasting products made with high standards and free from 100+ potentially harmful ingredients. Our products are distributed across more than 20,000 stores nationwide. We are growing fast and invite talents to build, learn, and create real impact at scale in a purpose-driven organization.
As a company, Lemonilo is also deeply committed to equity, inclusion, and diversity. We welcome all qualified applicants and consider them for employment regardless of gender, race, ethnicity, color, disability, political opinion, sexual orientation, age, religion, health status, or any other status protected by applicable law.
Show more Show less",2 weeks ago,https://id.linkedin.com/jobs/view/senior-software-engineering-jakarta-at-lemonilo-4404763079?trk=public_jobs_topcard-title
Software Developer (Back End),"NTT DATA, Inc.",Jakarta Metropolitan Area,LinkedIn,English,5,Multi-Cloud Platform Engineering,SFIA 9: IT Infrastructure (ITOP) + Systems Design (ARCH),False,22,"Java, React, Spring Boot, REST API, AWS, GCP, Azure, Docker, Kubernetes, Jenkins, Github Actions, Microservices, CI/CD, Unit Testing, Jest, Junit, Automated Testing, Git, Github, Agile, Scrum, Microservices Architecture","Make an impact with NTT DATA
Join a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion it s a place where you can grow, belong and thrive.
Your day at NTT DATA
The Software Development Engineer is a seasoned subject matter expert, tasked with participating in designing, developing, and testing software systems, modules, or applications for software enhancements and new products including cloud-based or internet-related tools.
This role is accountable for participating in detailed design for certain modules/sub-systems, doing prototype for multi-vendor infrastructure, and showcasing it internally or externally to clients.
This role designs and develops functionality in a micro-services environment working with APIs, telemetry data, and running ML/AI algorithms on it, working with both structured and unstructured data.
Key responsibilities:
Designs and develops solutions and functionality that drives the growth of business.
Accountable for writing and testing code.
Accountable for execution of automated testing.
Contributes to software deployment.
Works across multiple teams to deliver software components while working in collaboration with the product team.
Contributes to the integration and building of solutions through automation and coding, using 3rd party software.
Creates, crafts and debugs large scale distributed systems.
Contributes to writing, updating and maintaining the technical program, end-user documentation, and operational procedures.
Accountable for refactoring code.
Works across multiple teams to review code written by other developers.
Performs any other related task as required.
To thrive in this role, you need to have:
Strong proficiency in Java SE/EE.
Experience with Spring Framework (Spring Boot, Spring MVC).
Knowledge of RESTful APIs development.
Familiarity with ORM tools (Hibernate, JPA).
Understanding of microservices architecture.
Knowledge of version control systems (Git).
Experience with CI/CD pipelines (Jenkins, GitHub Actions).
Familiarity with unit testing frameworks (JUnit, Jest).
Understanding of Agile/Scrum methodologies.
Strong problem-solving and analytical thinking.
Good communication and team collaboration.
Ability to work in fast-paced environments.
Academic qualifications and certifications:
Bachelor s degree in computer science, Software Engineering, or related field.
Equivalent practical experience is often acceptable.
Required experience:
Entry-level: 0 2 years (internships or projects).
Mid-level: 3 5 years with hands-on Java + React development.
Senior: 5+ years, including architecture and mentoring experience.
Knowledge of cloud platforms (AWS, Azure, GCP).
Experience with Docker/Kubernetes.
Familiarity with security best practices in web development.
Workplace type: 
About NTT DATA
NTT DATA is a 30+ billion business and technology services leader, serving 75 of the Fortune Global 100. We are committed to accelerating client success and positively impacting society through responsible innovation. We are one of the world s leading AI and digital infrastructure providers, with unmatched capabilities in enterprise-scale AI, cloud, security, connectivity, data centers and application services. Our consulting and industry solutions help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have experts in more than 50 countries. We also offer clients access to a robust ecosystem of innovation centers as well as established and start-up partners. NTT DATA is part of NTT Group, which invests over 3 billion each year in R D.
Equal Opportunity Employer
NTT DATA is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, colour, gender, sexual orientation, religion, nationality, disability, pregnancy, marital status, veteran status, or any other protected category. Join our growing global team and accelerate your career with us. Apply today.
Third parties fraudulently posing as NTT DATA recruiters
NTT DATA recruiters will never ask job seekers or candidates for payment or banking information during the recruitment process, for any reason. Please remain vigilant of third parties who may attempt to impersonate NTT DATA recruiters whether in writing or by phone in order to deceptively obtain personal data or money from you. All email communications from an NTT DATA recruiter will come from an @nttdata.com email address. If you suspect any fraudulent activity, please contact us. 
Show more Show less",5 days ago,https://id.linkedin.com/jobs/view/software-developer-back-end-at-ntt-data-inc-4409277547?trk=public_jobs_topcard-title
Software Engineer,Jatis Mobile,"Jakarta, Indonesia",LinkedIn,Bahasa Indonesia,5,Multi-Cloud Platform Engineering,SFIA 9: IT Infrastructure (ITOP) + Systems Design (ARCH),False,13,"Go, REST API, Mysql, PostgreSQL, AWS, GCP, Docker, Kubernetes, Linux, Microservices, Devops, Git, Code Review","Sebagai Software Engineer (Golang), Anda akan bertanggung jawab dalam merancang, mengembangkan, dan memelihara aplikasi backend yang mendukung layanan WhatsApp Call, Chatbot, serta integrasi sistem komunikasi berbasis VoIP. Posisi ini akan bekerja sama dengan tim produk, QA, DevOps, dan engineer lainnya untuk membangun solusi komunikasi yang scalable, reliable, dan secure.
Tanggung Jawa
bMengembangkan dan memelihara aplikasi backend menggunakan Golang
.Membangun dan mengintegrasikan layanan WhatsApp Call, WhatsApp Business API, dan Chatbot
.Mengembangkan API dan microservices yang mendukung platform komunikasi perusahaan
.Melakukan integrasi dengan sistem VoIP, PBX, dan telephony platform
.Mengelola, mengonfigurasi, dan mengembangkan solusi berbasis Asterisk
.Melakukan troubleshooting dan optimasi performa sistem komunikasi real-time
.Berkolaborasi dengan tim lintas fungsi untuk menerjemahkan kebutuhan bisnis menjadi solusi teknis
.Menulis dokumentasi teknis, standar pengembangan, dan prosedur implementasi
.Melakukan code review dan memastikan kualitas kode sesuai best practice
.Mengidentifikasi serta menyelesaikan isu terkait keamanan, skalabilitas, dan stabilitas aplikasi
.Berpartisipasi dalam deployment, monitoring, dan maintenance sistem produksi
.
Kualifikasi (Job Specificatio
n)Minimal S1 Teknik Informatika, Ilmu Komputer, Sistem Informasi, atau bidang terkai
t.Minimal 2-3 tahun pengalaman sebagai Software Engineer/Backend Engineer menggunakan Golan
g.Memiliki pengalaman dalam pengembangan aplikasi komunikasi, telephony, chatbot, atau messaging platform menjadi nilai tamba
h.Berpengalaman dalam implementasi dan pengelolaan sistem berbasis Asteris
k.
Keahlian Teknis (Mandato
ry)Memahami konsep REST API, WebSocket, dan Microservices Architectu
re.Memiliki pengalaman dan pemahaman yang kuat mengenai teknologi Vo
IP.Wajib memiliki pengalaman menggunakan dan mengelola Asteri
sk.Memahami protokol SIP, RTP, dan konsep telepho
ny.Berpengalaman melakukan integrasi dengan WhatsApp Business Platform/API dan Chatbot Platfo
rm.Menguasai database relasional (MySQL/PostgreSQL) dan database NoSQL menjadi nilai tamb
ah.Familiar dengan Linux environment dan command li
ne.Memahami penggunaan Git dan software development lifecyc
le.Pengalaman dengan Docker, Kubernetes, dan cloud environment (AWS, GCP, atau Azur
e).Memahami message broker seperti RabbitMQ, Kafka, atau Red
is.Memiliki pengalaman pada sistem real-time communication dan event-driven architectu
re.
Soft Sk
illsMemiliki kemampuan problem solving dan analytical thinking yang b
aik.Mampu bekerja secara mandiri maupun dalam 
tim.Memiliki kemampuan komunikasi yang baik untuk berkolaborasi dengan berbagai stakehol
der.Mampu bekerja dalam lingkungan yang dinamis dan berorientasi pada ha
sil.
Target Utama P
osisiMengembangkan dan menjaga stabilitas platform WhatsApp Call dan Cha
tbot.Memastikan integrasi VoIP dan Asterisk berjalan optimal untuk mendukung kebutuhan bi
snis.Menghasilkan solusi backend yang scalable, secure, dan high availability untuk layanan komunikasi perusa
haan. 
Show more Show less",6 hours ago,https://id.linkedin.com/jobs/view/software-engineer-at-jatis-mobile-4424087194?trk=public_jobs_topcard-title
Java Software Engineer,Indivara Group,Jakarta Metropolitan Area,LinkedIn,English,0,Enterprise Dev & Agile Practices,SFIA 9: Software Development (PROG) + Methods & Tools (METL),False,12,"Java, Spring Boot, REST API, PostgreSQL, Oracle, Kubernetes, Jenkins, Microservices, CI/CD, Git, Agile, Scrum","Bachelor s degree in Computer Science, Software Engineering, or a related field
At least 3-6 years of experience in software development
Experience working with RESTful APIs, microservices, web services
Experience with database design and development using PostgreSQL/Oracle.
Excellent problem-solving skills and attention to detail.
Ability to work in a fast-paced, dynamic environment with tight deadlines
Strong communication skills and the ability to collaborate effectively with other team members
Having experience in Agile/Scrum methodology would be a plus
Tools/Framework (mandatory): Java Spring Boot, Java JBOSS, PostgreSQL/Oracle, Jenkins, Git
Tools/Framework (would be a plus): Kafka, Kubernetes, Cloud Services, CI/CD
A Good English conversation skill would be a plus
Show more Show less",6 hours ago,https://id.linkedin.com/jobs/view/java-software-engineer-at-indivara-group-4424079403?trk=public_jobs_topcard-title
Tech Lead (.NET),Meratus Group,"Jakarta, Jakarta, Indonesia",LinkedIn,English,5,Multi-Cloud Platform Engineering,SFIA 9: IT Infrastructure (ITOP) + Systems Design (ARCH),False,19,"Javascript, C#, Sql, React, Vue.js, Angular, .Net Core, .Net, PostgreSQL, Mongodb, Redis, MSSQL, AWS, Azure, Microservices, CI/CD, Devops, Design Patterns, Ddd","About the job Tech Lead (.NET)Summary : We are seeking a high-caliber Tech Lead with a strong background in .NET Full Stack Development to lead our engineering team. You will be responsible for the technical vision, architectural integrity, and successful delivery of our software products. As a lead, you will spend approximately 60 of your time on high-level architecture and hands-on coding, and 40 on mentoring, code reviews, and collaborating with stakeholders. 
Requirements
Experience: Minimum of 5+ years of professional experience in Full Stack development, with at least 1-2 years in a leadership or senior capacity.
Back-End Mastery: Expert knowledge of C#, .NET Core / .NET 6+, and Web API.
Front-End Expertise: Proficiency in modern JavaScript frameworks (specifically Angular, React, or Vue.js) and responsive UI/UX implementation (HTML5/CSS3).
Database Knowledge: Strong experience with relational databases (SQL Server, PostgreSQL) and familiarity with NoSQL solutions (e.g., MongoDB, Redis).
Cloud DevOps: Experience with cloud platforms (Azure preferred, or AWS) and CI/CD pipeline implementation.
Responsibilities
Technical Leadership: Direct the design, development, and deployment of scalable web applications using the .NET ecosystem.
Architecture Design: Define system architecture, ensure best practices in design patterns (Microservices, DDD, or Clean Architecture), and maintain high code quality standards.
Mentorship: Lead a team of developers through code reviews, technical guidance, and professional development.
Full Stack Execution: Drive development across the entire stack, ensuring seamless integration between robust back-end APIs and modern front-end interfaces.
Optimization: Identify and resolve performance bottlenecks and security vulnerabilities within the application suite.
Show more Show less",5 days ago,https://id.linkedin.com/jobs/view/tech-lead-net-at-meratus-group-4370960529?trk=public_jobs_topcard-title
Software Engineer in Test,Krom,"Jakarta, Indonesia",LinkedIn,English,3,QA & Test Automation,SFIA 9: Testing (TEST) + Quality Assurance (QUAS),False,22,"Python, Java, Javascript, Sql, Jenkins, Gitlab Ci, Github Actions, CI/CD, Devops, Pytest, Junit, Mocha, Postman, Jmeter, Gatling, K6, Test Automation, Performance Testing, Appium, Git, Github, Gitlab","About the Role: We are looking for a Software Engineer in Test (SEiT) to drive holistic product quality through a hybrid approach of testing excellence, automation engineering, and process improvement.
In this role, you will go beyond manual execution. You will be responsible for building sustainable automation, integrating quality checks into CI/CD pipelines, and ensuring our systems perform reliably under load. You will partner with squads to own quality outcomes from design to release.
Key Responsibilities:
Quality Engineering Strategy: Collaborate with Product and Engineering teams to define risk-based testing strategies and deeper exploratory testing sessions to uncover complex edge cases.
Automation Engineering: Design, develop, and maintain reliable automated test scripts (API, Web, Mobile) and ensure they are integrated into the CI/CD pipeline for faster feedback loops.
Performance Testing: Plan and execute performance tests (load and stress testing) to ensure system reliability and responsiveness, identifying bottlenecks before they impact users.
Process Improvement: Drive the adoption of quality gates, improve defect prevention mechanisms, and contribute to measurable quality outcomes (e.g., reducing escaped defects).
Release Readiness: Act as a quality owner for your domain, communicating clear go/no-go risks based on data and test results.
About You:
Hybrid Mindset: You are comfortable shifting between manual exploratory testing and writing code for automation you understand that manual excellence alone is insufficient.
Engineering First: You treat test code as production code, prioritizing maintainability, reliability, and stability.
Performance Minded: You understand how systems behave under stress and can interpret performance metrics (latency, throughput, error rates).
Problem Solver: You don t just report bugs you help debug failures, analyze root causes, and propose preventive actions.
Ownership: You take accountability for the end-to-end quality of your assigned features or services.
Technical Skills:
Programming: Proficient in at least one programming language (e.g., Python, Java, Go, or JavaScript) to build robust test frameworks.
Test Automation: Experience with frameworks such as JUnit, TestNG, Pytest, Mocha, or Appium.
Performance Tools: Experience with performance testing tools (e.g., k6, JMeter, Gatling, or Locust).
CI/CD DevOps: Understanding of CI/CD basics (e.g., Jenkins, GitLab CI, GitHub Actions) and how to debug pipeline failures.
API Database: Strong proficiency in API testing (Postman/Bruno) and SQL for database validation.
Version Control: Comfortable using Git for code management and collaboration.
Show more Show less",3 weeks ago,https://id.linkedin.com/jobs/view/software-engineer-in-test-at-krom-4411005763?trk=public_jobs_topcard-title
Software Developer - Remote,YO IT Consulting,"Mena, East Nusa Tenggara, Indonesia",LinkedIn,English,5,Multi-Cloud Platform Engineering,SFIA 9: IT Infrastructure (ITOP) + Systems Design (ARCH),False,10,"Python, Java, Go, Node.js, AWS, GCP, Azure, CI/CD, Devops, Agile","Job Title: Software Developer
Job Type: Contract
Location: Remote
Job Summary
Join our customers team as a Software Developer, where innovation, ownership, and technical expertise drive every project. You ll collaborate with a dynamic and diverse team to design, develop, and deliver robust solutions using modern programming languages and full-stack technologies. If you are passionate about building scalable applications and thrive in a remote and communicative environment, we want to hear from you.
Key Responsibilities
Design, implement, and maintain scalable back-end and full-stack applications using Python, Rust, GoLang, Java, or Node.js.
Collaborate closely with cross-functional team members to deliver high-quality software solutions that meet evolving business requirements.
Write clean, efficient, and well-documented code, following best software engineering practices.
Troubleshoot, debug, and optimize existing codebases to improve performance and reliability.
Participate in code reviews, technical discussions, and architectural planning to drive continuous improvement.
Contribute to the full software development lifecycle, from concept and design to testing and deployment.
Maintain clear, concise, and thoughtful written and verbal communication across distributed teams.
Required Skills And Qualifications
3+ years of hands-on experience in software development with one or more of the following: Python, Rust, GoLang, Java, Node.js, Android, IOS or full-stack development (backend or full-stack).
Proficiency in building scalable, reliable, and maintainable software systems.
Experience working in remote, collaborative, and agile environments.
Expertise in modern development tools, version control systems, and CI/CD pipelines.
Strong problem-solving skills with keen attention to detail.
Excellent written and verbal communication skills, with a high standard for clarity and professionalism.
Self-driven, proactive, and able to work independently in a distributed setting.
Preferred Qualifications
Experience with cloud platforms such as AWS, GCP, or Azure.
Knowledge of DevOps principles and containerization technologies.
Background in mentoring or leading small engineering teams.
Show more Show less",2 weeks ago,https://id.linkedin.com/jobs/view/software-developer-remote-at-yo-it-consulting-4414797160?trk=public_jobs_topcard-title
Software Engineer In Test Automation Testing (junior- senior level),Cermati.com,"Jakarta, Jakarta, Indonesia",LinkedIn,English,3,QA & Test Automation,SFIA 9: Testing (TEST) + Quality Assurance (QUAS),False,13,"Python, Java, Javascript, Jenkins, Github Actions, CI/CD, Selenium, Test Automation, Bdd, Appium, Cucumber, Github, Agile","Job Description
Create detailed, comprehensive and well-structured test plans and test cases
Design, develop and execute automation scripts using open source tools that is fast, scalable, easy to monitor and maintain
Create code that s easy to read
Able to perform Test Automation and set up frameworks on multiple application platforms like Web, Mobile - Android and API
Work with the team to maintain, improve and clean your code
Review each other s code and learn the software engineering best practices
Work with deployments teams and resolve issues for the system
Build and manage automated build/test/deployment environments
Qualifications
A formal degree in Computer Science is preferred, but junior candidates with demonstrable skills and experience are equally valued
3 - 5 years of overall experience in software testing for Mid to Senior level, with strong focus on automation.
Hands-on experience in Web, Mobile, and API automation using tools like Selenium, Appium, and REST-based tools.
Strong programming skills in at least one language (Java, Python, or JavaScript) with the ability to write clean and maintainable automation code.
Experience working with automation frameworks such as WebdriverIO and BDD frameworks (e.g., Cucumber), including contributing to framework improvements.
Good understanding of SDLC and STLC, with experience in Agile development environments.
Experience in designing test strategies, writing test cases (positive, negative, edge cases), and identifying automation opportunities.
Practical exposure to CI/CD pipelines (e.g., Jenkins, GitHub Actions), including integrating and maintaining automation suites.
Experience in maintaining and scaling automation suites, ensuring stability and reliability of test execution.
Ability to take ownership of features/modules and collaborate with cross-functional teams
Show more Show less",2 days ago,https://id.linkedin.com/jobs/view/software-engineer-in-test-automation-testing-junior-senior-level-at-cermati-com-4407815745?trk=public_jobs_topcard-title
Software Engineer,Axiata Digital Labs,"Jakarta, Jakarta, Indonesia",LinkedIn,English,1,.NET & C-Family Systems Development,SFIA 9: Software Development (PROG),False,12,"Python, Java, Javascript, C++, C#, Spring Boot, Unit Testing, Integration Testing, Tdd, Owasp, Agile, Scrum","Key Responsibilities
Follow best coding practices and standards defined by software management
Adhere to secure coding practices aligned with OWASP guidelines
Perform unit testing with preference for Test-Driven Development (TDD)
Identify, troubleshoot, and fix software defects efficiently
Continuously improve code quality, performance, and maintainability
Participate in System Integration Testing (SIT) to ensure end-to-end functionality
Prepare and maintain accurate technical documentation
Follow Agile methodologies throughout the development lifecycle
Ensure on-time delivery of assigned development tasks
Maintain clear visibility of progress and proactively communicate and escalate roadblocks
Person Specifications
Bachelors degree in Computer Science, Software Engineering, or related field, or equivalent BSc qualification with 3+ years of experience
Minimum 1+ year of experience in Software Engineering
Proficiency in one or more programming languages such as Java, C/C++, C#, Python, JavaScript, or frameworks like Spring Boot
Strong analytical, problem-solving, teamwork, and communication skills
Good understanding of programming fundamentals, concepts, and algorithms
Ability to code using at least one programming language and willingness to learn others
Good understanding of Database Management Systems (DBMS)
Good knowledge of Scrum and Agile practices, including sprint planning, daily stand-ups, backlog grooming, reviews, and retrospectives
Vendor submissions - 08 months 
Show more Show less",3 weeks ago,https://id.linkedin.com/jobs/view/software-engineer-at-axiata-digital-labs-4412759769?trk=public_jobs_topcard-title
Back End Developer,PT Nojorono Tobacco International,"East Jakarta, Jakarta, Indonesia",LinkedIn,Bahasa Indonesia,0,Enterprise Dev & Agile Practices,SFIA 9: Software Development (PROG) + Methods & Tools (METL),False,3,"Sql, Oracle, Software Testing","Job Description:
Mengembangkan laporan, interface, dan integrasi menggunakan Oracle EBS seperti Form Developer, Report Builder, BI Publisher, SQL Developer, Workflow Builder dan JDeveloper.
Menganalisa kebutuhan bisnis bersama System Analyst dan mampu memberikan solusi teknis yang cepat dan tepat.
Mengumpulkan dan mendokumentasikan kebutuhan teknis dalam bentuk MD70 dan MD120
Membuat interface menggunakan API standar, tabel interface, dan metode pemuatan data.
Membuat integrasi menggunakan UTL_HTTP atau integrated SOA Gateway
Membangun aplikasi dan eksekusi custom menggunakan Oracle APEX
Melakukan pengujian menyeluruh terhadap perubahan kode, termasuk testing, integrasi, performa dan dokumentasi hasil.
Melakukan end to end proses dalam seluruh project mulai dan analisa kebutuhan, desain solusi, konfirgurasi teknis, demo, pengujian, integrasi, migrasi data, pelatihan, hingga support setelah Go Live.
Mampu berkoordinasi dengan baik secara tim dan mandiri untuk seluruh proses kerja.
Qualification:
Minimal Pendidikan S1 (Sarjana) jurusan Teknik Informatika/Ilmu Komputer/Sistem Informasi/Teknik Elektro/serupa.
Memiliki pengalaman minimal 6-7 tahun sebagai Oracle EBS Technical Consultant, Oracle Application Developer, Software Engineer Oracle.
Memahami dan memiliki pengetahuan akan Oracle EBS dan integrasi data ke Oracle EBS.
Bersedia untuk melakukan perjalanan dinas ke wilayah operasional jika dibutuhkan
Lokasi kerja : Kawasan Industri Pulo Gadung Jakarta Timur
Show more Show less",1 week ago,https://id.linkedin.com/jobs/view/back-end-developer-at-pt-nojorono-tobacco-international-4416771282?trk=public_jobs_topcard-title
Robotic Software Engineer (ROS),Widya Matador,"Ngaglik, Yogyakarta, Indonesia",LinkedIn,Bahasa Indonesia,1,.NET & C-Family Systems Development,SFIA 9: Software Development (PROG),False,4,"C++, Bahasa Pemrograman, Linux, Programming","Job Description
Mengolah data LIDAR point cloud
Membuat program dalam Robot Operating System (ROS)
Berintegrasi dengan divisi lain seperti Frontend dan Backend 
REQUIREMENT
Berpengalaman dengan Linux
Menguasai bahasa pemrograman C atau C++
Berpengalaman dengan Robot Operating System (ROS)
Berpengalaman dalam mengolah data dari sensor (pernah menggunakan LIDAR) menjadi nilai plus
Berpengalaman dalam mengolah 2D/3D images dan point cloud
Show more Show less",3 days ago,https://id.linkedin.com/jobs/view/robotic-software-engineer-ros-at-widya-matador-4421352929?trk=public_jobs_topcard-title
System Engineer,PT ITSEC Asia Tbk,"Jakarta, Jakarta, Indonesia",LinkedIn,English,5,Multi-Cloud Platform Engineering,SFIA 9: IT Infrastructure (ITOP) + Systems Design (ARCH),True,12,"Python, Sql, PostgreSQL, Oracle, AWS, GCP, Azure, Linux, Machine Learning, Anomaly Detection, Siem, Splunk","Responsibilities
Design and implement fraud detection systems, rulesets, and machine learning based models for digital ecosystems.
Monitor and analyze real-time and historical data for anomalies, red flags, or suspicious activity.
Conduct fraud risk assessments across applications, platforms, and infrastructure layers.
Support the configuration and optimization of fraud detection tools (e.g., SIEM, UEBA, anti-fraud platforms).
Perform forensic investigations and root cause analysis on fraud incidents and near-misses.
Document findings, develop dashboards/reports, and present technical insights to non-technical stakeholders.
Assist clients in aligning with regulatory frameworks (e.g., AML, ISO 27001, GDPR, anti-bribery acts).
Stay informed on evolving fraud schemes (e.g., synthetic identity fraud, bot attacks, phishing variants).
Contribute to internal capability development, tool evaluation, and process improvement initiatives.
Requirements
Bachelor s degree in Computer Science, Information Technology, Engineering, or related field.
3-5 years of experience in System Engineer.
Hands-on experience with fraud analytics, anomaly detection, or behavioral modelling tools.
Experience working in financial services, e-commerce, or regulated environments is a plus.
Strong scripting and automation skills (e.g., Python, SQL, RegEx)
Familiarity with fraud monitoring platforms (e.g., Feedzai, Actimize, ThreatMetrix, RSA Fraud, Risk Intelligence).
Experience with SIEM tools (e.g., SPLUNK, QRadar, Sentinel), UEBA, or SOAR platforms.
Knowledge of cloud platforms (AWS, Azure, GCP) and their security/fraud logging capabilities.
Have expertise in Fraud Detection System platform, Operating System (Linux, Windows), Database (Oracle, PostgreSQL, DB2 plus value), Elastic, Troubleshooting software and hardware platform, custom dashboard and custom report.
Have experience and knowledge of SAS software, SAS-BOS and other components (knowledge of SAS Fraud is a plus)
Analytical mindset with strong problem-solving skills.
Effective communication to bridge technical details with business impact.
Comfortable working in client-facing or cross-functional project environments.
Attention to detail, documentation discipline, and a proactive attitude toward emerging threats.
Show more Show less",2 weeks ago,https://id.linkedin.com/jobs/view/system-engineer-at-pt-itsec-asia-tbk-4415955586?trk=public_jobs_topcard-title
