"ageInDays","description","easyApply","employer/id","employer/logoUrl","employer/name","employer/url","id","location/countryId","location/id","location/name","location/type","pay/currency","pay/max","pay/min","pay/period","pay/source","rating","seoUrl","title","url"
"16","<div><h2 class=""jobSectionHeader""><b>About the job</b></h2><p>
Noraa &amp; Co. is partnering with one of the top public companies in Indonesia to build a strong engineering organization as the backbone of the company's future growth.</p><p>
Our client is entering a major technology transformation phase, where engineering, infrastructure, cybersecurity, database reliability, DevOps, and IT operations will play a critical role in supporting large-scale business operations across Indonesia.</p><p>
We are currently hiring for several strategic and senior technical positions.</p><h2 class=""jobSectionHeader""><b>
Position Overview</b></h2><p>
As the Head of Engineering, you will lead and scale the engineering organization. You will be responsible for engineering strategy, software delivery, technical quality, team structure, and collaboration with product, infrastructure, security, operations, and business stakeholders.</p><h2 class=""jobSectionHeader""><b>
Responsibilities</b></h2><ul><li><b>
Engineering Leadership</b><ul><li>
Define and execute the engineering strategy, roadmap, and operating model.</li><li>
Lead engineering teams across software development, architecture, delivery, and production ownership.</li></ul></li><li><b>
Delivery Excellence</b><ul><li>
Improve engineering execution, development lifecycle, release management, and delivery discipline.</li><li>
Ensure business priorities are translated into clear and reliable technical execution.</li></ul></li><li><b>
Technical Excellence</b><ul><li>
Drive scalable architecture, clean engineering standards, code quality, and system reliability.</li><li>
Partner with infrastructure, DevOps, DBA, and security teams to strengthen technology foundations.</li></ul></li><li><b>
People &amp; Organization</b><ul><li>
Lead, coach, and develop engineering managers, tech leads, and senior engineers.</li><li>
Build a strong engineering culture based on ownership, accountability, and continuous improvement.</li></ul></li><li><b>
Stakeholder Management</b><ul><li>
Work closely with product, operations, commercial, and executive stakeholders.</li><li>
Support the company's technology transformation and long-term growth agenda.</li></ul></li></ul><h2 class=""jobSectionHeader""><b>
Qualifications</b></h2><ul><li>
Proven experience leading engineering teams in a fast-paced technology environment.</li><li>
Strong background in software engineering, architecture, backend systems, APIs, and scalable platforms.</li><li>
Experience managing engineering managers, tech leads, or large engineering teams.</li><li>
Strong understanding of cloud, DevOps, infrastructure, database, security, and engineering operations.</li><li>
Experience in transportation, logistics, fintech, marketplace, e-commerce, or high-scale digital platforms is a plus.</li></ul></div>","true","674797",,"NoraA Consulting Services ","https://www.glassdoor.com/Overview/W-EI_IE674797.htm","1010137708728","113","2709872","Jakarta","C","IDR",,,,,"2","https://www.glassdoor.com/job-listing/head-of-engineering-noraa-consulting-services-JV_IC2709872_KO0,19_KE20,45.htm?jl=1010137708728","Head of Engineering","https://www.glassdoor.com/job-listing/j?jl=1010137708728"
"12","<p><b>INITIA Group is looking for a Drafter &ndash; Indonesia!</b></p><p><b>Job Title:</b> Drafter (Architecture / Interior / Fit-Out)</p><p><b>Job Level:</b> Junior to Mid-Level</p><p><b>Salary: IDR 7,000,000 &ndash; 10,000,000</b></p><p><b>Department:</b> Project Operations Department</p><p><b>Location:</b> Jakarta, Indonesia</p><p><b>Work Schedule:</b> <b>TBD</b></p><p><b>Overall Job Objectives</b></p><p>INITIA Group is seeking a detail-oriented and technically skilled <b>Drafter</b> to support our Project Operations team in developing accurate technical drawings for F&amp;B, Wellness, and retail outlet construction and renovation projects in Indonesia.</p><p>The ideal candidate will be responsible for producing detailed architectural, interior, and technical drawings to support the execution of store fit-out, renovation, and new outlet development projects. This role requires strong technical accuracy, understanding of construction detailing, and the ability to coordinate closely with project managers, designers, and contractors.</p><p><b>Core Responsibilities</b></p><ul><li>Prepare detailed 2D and 3D drawings for architectural, interior, and fit-out projects</li><li>Convert design concepts into accurate technical drawings for construction and renovation works</li><li>Revise and update drawings based on feedback from project managers, designers, and site conditions</li><li>Ensure all drawings comply with project specifications, design intent, and construction requirements</li><li>Coordinate with Project Managers, Designers, and Contractors to ensure drawing accuracy and execution feasibility</li><li>Prepare shop drawings, as-built drawings, and layout plans for site implementation</li><li>Assist in preparing material specifications and technical documentation</li><li>Maintain proper documentation and version control of all drawings and design files</li><li>Support site teams by providing technical clarification when required</li><li>Ensure timely delivery of all drafting outputs based on project schedules</li></ul><p><b>Job Specifications</b></p><ul><li>Diploma or Bachelor&rsquo;s Degree in Architecture, Interior Design, Civil Engineering, or related field</li><li>Minimum <b>1&ndash;3 years of experience</b> as a Drafter in construction, interior fit-out, retail, or F&amp;B projects</li><li>Proficient in <b>AutoCAD</b> (mandatory)</li><li>Knowledge of <b>SketchUp, 3D rendering software, or Revit</b> is an advantage</li><li>Strong understanding of construction detailing, materials, and technical specifications</li><li>Ability to read and interpret architectural and interior design drawings</li><li>Strong attention to detail and accuracy</li><li>Able to work under tight deadlines and manage multiple revisions</li><li>Good communication skills and ability to coordinate with project teams</li><li>Professional proficiency in <b>Bahasa Indonesia</b>; English is an advantage</li></ul><p><b>Key Deliverables</b></p><ul><li>Accurate and timely production of construction and shop drawings</li><li>Updated drawing revisions based on project requirements</li><li>Complete and well-organized drawing documentation for each project</li><li>Support for smooth project execution through precise technical detailing</li><li>Compliance with project design standards and construction requirements</li><li>Effective coordination with project and site teams</li></ul><p><b>Benefits of the Role</b></p><ul><li>Competitive monthly salary package</li><li>THR (Religious Holiday Allowance) in accordance with Indonesian labor law</li><li>BPJS Kesehatan and BPJS Ketenagakerjaan</li><li>Annual leave entitlement</li><li>Medical benefits</li><li>Performance-based project incentives (if applicable)</li><li>Staff discounts across INITIA Group brands</li><li>Career growth opportunities within a regional hospitality and development group</li><li>Exposure to premium F&amp;B and wellness project developments</li><li>Collaborative and creative working environment</li></ul><p><b>INITIA GROUP </b>is the biggest brand concept leader in Singapore &amp; Malaysia. We have been in the beauty and F&amp;B industry for years and are now in Art, Retail, and Photo Studios. We are a fast-paced growing company, bringing all unique and on-trend concepts. We have a lot of expansions going on and we need additional talents in our growing family.</p><p>If you&rsquo;re excited about our company&rsquo;s vision for this position and want to start the path of becoming one of our future leaders, we&rsquo;d like to hear from you.</p><p>You may visit our website to learn more about us:</p><p><b>APPLY NOW! </b></p><p>Work Location: In person</p>","true","0",,"INITIA GROUP","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010142492757","113","2709872","Jakarta","C","IDR","10000000","7000000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/drafter-initia-group-JV_IC2709872_KO0,7_KE8,20.htm?jl=1010142492757","Drafter","https://www.glassdoor.com/job-listing/j?jl=1010142492757"
"15","<div><p>Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions&mdash;including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses.<br>
<br>
In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are ready to <b>#ElevateThroughImpact</b> and raise Indonesia's software standard.</p><br>
<p></p>
<p><b>
Job Description:</b></p>
<p>
As a <b>Web Designer,</b> you will be responsible for creating intuitive and visually appealing digital products that meet the needs of our users. You will collaborate with cross-functional teams to design and deliver high-quality products that are user-friendly, efficient, and scalable.</p>
<ul>
<li>Collaborate with the product, engineering, and marketing teams to understand business requirements. Then, translate them into visually appealing and intuitive designs.</li>
<li>Be involved in developing and maintaining design systems and guidelines that ensure consistency and cohesion across our platform.</li>
<li>Effectively communicate design concepts and solutions, create wireframes, user flows, prototypes, and high-fidelity mockups.</li>
<li>Conduct user research, usability testing, and feedback sessions to continuously improve our user experience and design solutions.</li>
<li>Work closely with developers to ensure design solutions are implemented to the highest standard.</li>
<li>Lead design projects from concept to final delivery, ensuring design solutions are delivered on the highest quality.</li>
</ul>
<p><b>Requirements:</b></p>
<ul>
<li>3+ years of experience in UI/UX design, preferably in B2B or related industry.</li>
<li>Strong portfolio that demonstrates expertise in designing web.</li>
<li>Excellent knowledge of user-centered design principles, design systems, and design tools such as Figma, Adobe Creative Suite, etc.</li>
<li>Has experience with user research, usability testing, and design thinking methodologies.</li>
<li>Excellent communication skills with the ability to effectively communicate design solutions to stakeholders.</li>
<li>Ability to prioritize and manage multiple projects simultaneously.</li>
<li>A proactive and collaborative approach to problem-solving and the ability to work in a fast-paced environment.</li>
</ul>
<p>If you're passionate about designing user-centered solutions for our products and are excited about joining a dynamic and growing company, we would love to hear from you!</p>
<p><b>
Working arrangement: Hybrid.</b></p>
<p><b>
Office location: Sudirman, Jakarta, Indonesia.</b></p><br>
<p></p>
<div>
Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.</div>
<div></div>
<div>Don't forget to check our Recruitment FAQ at bit.ly/FAQMekariHiringENG or bit.ly/FAQMekariHiringINA to find the answers to commonly asked questions regarding our recruitment process.</div>
<div></div>
<div>We wish you the best. Hope to see you around soon!</div></div>","true","2576977","https://media.glassdoor.com/sql/2576977/mekari-squarelogo-1582116857217.png","Mekari","https://www.glassdoor.com/Overview/W-EI_IE2576977.htm","1010139374011","113","2709872","Jakarta","C","IDR",,,,,"3.9","https://www.glassdoor.com/job-listing/web-designer-mekari-JV_IC2709872_KO0,12_KE13,19.htm?jl=1010139374011","Web Designer","https://www.glassdoor.com/job-listing/j?jl=1010139374011"
"26","<p><i>Develab is an IT consulting and software development company operating in Malaysia, Singapore and Indonesia. We continuously seek innovation with a mission to help businesses realize their dreams with quality digital solutions and affordable IT consulting services. Our core services are Software Development, IT Consultancy, Project Management and Cloud Computing.</i></p><p>DevOps Engineer works to improve software development and release lifecycle efficiencies by modernising our processes &amp; workflows and building a robust Continuous Integration/Deployment pipeline. The ideal candidate is someone with AWS, Docker, Build and Deployment Automation, and Scripting skills.</p><p><i><b>Responsibilities:</b></i></p><ul><li>Design, provision, and maintain cloud infrastructure using Infrastructure as Code (Terraform)</li><li>Manage containerized workloads using Docker and Kubernetes</li><li>Build, standardize, and maintain CI/CD pipelines (GitLab CI preferred)</li><li>Implement and maintain monitoring, alerting, and uptime visibility for applications and infrastructure</li><li>Design and maintain automated release channels</li><li>Proactively look for ways to automate the installation and upkeep of build tools and dependencies</li><li>Review and recommend solutions and tools to improve the software development process</li><li>Own the process for releasing builds into QA and up to production</li><li>Managing pre/post release code merges</li><li>Managing the code branching strategies</li><li>Collaborate with Engineering, QA, and Operations teams to improve delivery efficiency</li><li>Building the bridge between Engineering (Dev &amp; QA) and IT Operations</li></ul><p><i><b>Requirements:</b></i></p><ul><li>Bachelor's degree in Computer Science, Engineering, or a related field</li><li>5+ years of related experience in DevOps engineering</li><li>Hands-on experience with Terraform or other IaC tools</li><li>Experience with CI/CD pipelines and GitOps</li><li>Hands-on experience in any cloud service provider &ndash; AWS preferred</li><li>Hands-on experience with VCS and build tools &ndash; Git, Maven, Gradle, NPM</li><li>Strong Linux knowledge</li><li>Hands-on experience with any scripting languages &ndash; bash and python preferred</li><li>Experience with Docker and container</li><li>Experience in Build and Deployment Application Automation up to Production</li><li>Experience with cloud/system monitoring tools &ndash; CloudNative, ELK, Datadog, etc.</li><li>Good Communication in English</li></ul><p><b>Good to Have Technical Skills:</b></p><ul><li>Experience on database management and optimisation (DBA)</li><li>Experience in event driven architecture, GraphQL</li><li>Experience in application vulnerability assessment and tooling</li><li>Experience in handling or supporting AI-based applications, such as LLM-backed services, vector databases, or ML-driven systems</li></ul><p><b>Must Have Soft Skills:</b></p><ul><li>Self-driven</li><li>Self-motivated</li><li>Able to work independently</li><li>Strong sense of ownership and accountability</li><li>Analytical and problem-solving skills</li></ul><p><b>Good to Have Soft Skills:</b></p><ul><li>Organizational and time management skills.</li><li>Good communication and collaboration skills</li></ul><p>Work Location: Hybrid remote in Tangerang</p>","true","0",,"Develab","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010127651363","113","2768561","Tangerang","C","IDR","40000000","25000000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/devops-develab-JV_IC2768561_KO0,6_KE7,14.htm?jl=1010127651363","DevOps","https://www.glassdoor.com/job-listing/j?jl=1010127651363"
"13","<p></p><div><p>Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions&mdash;including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses.<br>
<br>
In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are ready to <b>#ElevateThroughImpact</b> and raise Indonesia's software standard.</p><br>
<p></p>
<p><b>
Job Description:</b></p>
<ul>
<li>Define and implement BI &amp; analytic strategies to uncover actionable insights and opportunities from our existing data.</li>
<li>Perform analysis and generate insights and recommendations to support the business/product in decision-making, applying statistical methods and using AI tools where helpful to work faster and at scale.</li>
<li>Improve processes by applying BI best practices and sensible automation.</li>
<li>Manage data products and disseminate information.</li>
<li>Consult with internal customers (e.g. Operation, Commercial, Product, etc.) to develop analyses that lead to actionable insights.</li>
<li>Collect data from multiple sources to create integrated views that can be used to drive decision-making.</li>
<li>In charge of the day-to-day analytical requirements, communicating issues, and suggesting remedial action and improvements where appropriate.</li>
<li>Oversee the execution of strategy recommendations for intelligence/data-driven capacity.</li>
<li>Accountable for data integrity and quality, ensuring it is continuously maintained and improved.</li>
<li>Develop and update technical documentation as necessary.</li></ul><br>
<p><br>
<b>Requirements/Qualifications:</b></p>
<ul>
<li>2+ years of experience with Big Data/Analytics platforms like R or Python (preferred).</li>
<li>2+ years of experience with BI tools like Tableau, Looker, or similar.</li>
<li>Solid grounding in statistics and statistical modeling (e.g. distributions, correlation, regression) and the ability to apply it to business problems.</li>
<li>Comfortable using AI/LLM tools (e.g. ChatGPT, Claude) to support analysis; ability to call an LLM API from Python is a plus.</li>
<li>Analytical mindset and ability to see the big picture and influence others.</li>
<li>Detail-oriented and an aptitude for solving unstructured problems, with the ability to extract data from various sources and design/construct/execute complex analyses.</li>
<li>Background in data warehouse design (e.g. dimensional modeling) and data mining.</li>
<li>Familiarity with BI technologies.</li>
<li>Familiar with one or more querying languages (e.g. SQL, PostgreSQL).</li>
<li>Proven ability to take initiative and be innovative.</li>
<li>Analytical mind with a problem-solving aptitude.</li>
<li>BSc/BA in Mathematics, Computer Science, Engineering, or relevant field.</li>
</ul>
<div><p><b>Working Arrangement: Hybrid.</b></p>
<p><b>
Office location: Sudirman, Jakarta, Indonesia.</b></p><br>
<p></p>
<p>
Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.</p>
<p>
Don't forget to check our Recruitment FAQ at https://bit.ly/FAQMekariRecruitment [ENG] or https://bit.ly/FAQRekrutmenMekari [INA] to find the answers to commonly-asked questions regarding our recruitment process.</p>
<p>
We wish you the best, and hope to see you around soon!</p></div></div>","true","2576977","https://media.glassdoor.com/sql/2576977/mekari-squarelogo-1582116857217.png","Mekari","https://www.glassdoor.com/Overview/W-EI_IE2576977.htm","1010141566871","113","2709872","Jakarta","C","IDR",,,,,"3.9","https://www.glassdoor.com/job-listing/business-intelligence-mekari-JV_IC2709872_KO0,21_KE22,28.htm?jl=1010141566871","Business Intelligence","https://www.glassdoor.com/job-listing/j?jl=1010141566871"
"28","<p><b>Kualifikasi :</b></p><ul><li>Minimal D3/D4/S1 Teknik Sipil lebih diutamakan.</li><li>Pengalaman minimal 2 tahun sebagai engineer di proyek konstruksi.</li><li>Menguasai software perancangan (AutoCAD), perhitungan struktur dan Microsoft Office.</li><li>Mampu melakukan analisa, mengola data, membuat report, komunikatif, mampu bekerja tim dan berorientasi pada target.</li><li>Memiliki kendaraan motor dan SIM C serta mampu mengendarai mobil.</li><li>Diutamakan yang berdomisili di Surabaya.</li></ul><p><b>Deskripsi Pekerjaan :</b></p><ul><li>Mencari, Visit, followup customer, konsultan, developer dan proyek (site), sesuai dengan pembagian tugas dari atasan.</li><li>Membantu tim menyiapkan proposal, usulan, analisa, perhitungan dan metode kerja</li><li>Menjalin relasi dengan konsultan, developer dan lainnya.</li><li>Bekerjasama dengan tim untuk presentasi, menyiapkan proposal material, dokumen dan hal lainnya untuk menunjang keberhasilan tim.</li><li>Melakukan dan memberi usulan tindakan yang perlu untuk menunjang penjualan dan kepentingan Perusahaan, atas persetujuan atasan.</li></ul><p>Jenis Pekerjaan: Penuh Waktu</p><p>Lokasi Kerja: Tatap muka</p>","true","0",,"Mr. Safety Group","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010124322258","113","2798307","Surabaya","C","IDR","6500000","5288796","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/engineer-staff-mr-safety-group-JV_IC2798307_KO0,14_KE15,30.htm?jl=1010124322258","Engineer Staff","https://www.glassdoor.com/job-listing/j?jl=1010124322258"
"22","<p><b>Tentang Perusahaan</b></p><p>Kami adalah kontraktor pembangunan yang sedang mencari drafter yang berpengalaman untuk bergabung dengan tim kami untuk proyek di Semarang.</p><p><b>Tugas dan tanggung Jawab</b></p><p>1. Membuat shop drawing dan as-built drawing</p><p>2. Merevisi gambar dan design lama sesuai dengan instruksi bila ada perubahaan di saat pelaksanaan berjalan</p><p>3. Melakukan cek ulang yang teliti antara gambar struktur, arsitek, MEP untuk memastikan konflik gambar bisa di minimalisir</p><p>4. Berkoordinasi dengan project manager terkait kebutuhan gambar lapangan</p><p>5. Berkoordinasi dengan site manager untuk memastikan pelaksanaan sesuai dengan design yang dibuat</p><p>6. Berinisiatif untuk berkoordinasi dengan semua pihak bila ada design atau gambar yang di perbarui</p><p>7. Melakukan dokumentasi dan pengarsipan gambar secara sistematis</p><p>8. Memastikan tugas gambar dapat selesai sesuai target waktu yang diberikan</p><p><b>Kualifikasi</b></p><p>1. Bersedia ditempatkan di proyek sesuai kebutuhan perusahaan, prioritas Semarang</p><p>2. Minimal lulusan D3 lulusan teknik/sipil/gambar (diutamakan S1 keatas)</p><p>3. Minimal 3 tahun pengalaman sebagai drafter di arsitek atau kontraktor.<br/>(diutamakan pengalaman gedung tinggi)</p><p>4. Menguasai Autocad (minimal Autocad 2016) &amp; MS office</p><p>5. Menguasai Software 3D (Sketchup/3dMax, dll.) adalah nilai plus</p><p>6. Mampu Membaca gambar kerja dan spesifikasi</p><p>7. Menguasai teknik pembangunan dan tipe-tipe bahan</p><p>8. Teliti terhadap detail gambar, dapat berkomunikasi dengan baik &amp; mampu mempresentasikan desain dengan jelas</p><p>Jenis Pekerjaan: Penuh Waktu, Kontrak</p><p>Pertanyaan Lamaran:</p><ul><li>Berapa umur anda sekarang?</li><li>Berapa IPK terakhir?</li><li>Ekspektasi gaji?</li><li>Apakah bersedia untuk ditempatkan di Semarang?</li></ul><p>Pendidikan:</p><ul><li>D1-D4 (Diwajibkan)</li></ul><p>Pengalaman:</p><ul><li>Drafting: 2 tahun (Diwajibkan)</li></ul><p>Lisensi/Sertifikasi:</p><ul><li>sertifikat apa saja (Diutamakan)</li></ul><p>Lokasi Kerja: Bepergian</p>","true","0",,"PT. ACK","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010131459093","113","2701790","Semarang","C","IDR",,,,,"0","https://www.glassdoor.com/job-listing/drafter-pt-ack-JV_IC2701790_KO0,7_KE8,14.htm?jl=1010131459093","Drafter","https://www.glassdoor.com/job-listing/j?jl=1010131459093"
"27","<p><b>Tanggung Jawab Utama IT Network &amp; Support:</b></p><ul><li><b>Technical Support:</b> Memberikan dukungan teknis (hardware &amp; software) kepada seluruh karyawan.</li><li><b>Maintenance Jaringan:</b> Instalasi dan konfigurasi perangkat jaringan seperti router, switch, firewall (MikroTik), dan fiber optik.</li><li><b>Troubleshooting:</b> Mengidentifikasi dan menyelesaikan masalah koneksi internet, VPN, LAN, serta gangguan pada PC/Laptop.</li><li><b>Monitoring Jaringan:</b> Memastikan stabilitas konektivitas jaringan dan keamanan data perusahaan.</li><li><b>Dokumentasi Aset:</b> Mencatat inventaris hardware/software dan membuat laporan berkala. [1, 2, 3]</li></ul><p><b>Kualifikasi Umum:</b></p><ul><li>Pendidikan min. D3/S1 Teknik Informatika atau Komputer</li><li>Pengalaman min. 1 tahun di bidang IT support.</li><li>Menguasai sistem operasi (Windows/Linux).</li><li>Memahami dasar-dasar jaringan (TCP/IP, LAN, WAN). [1, 2, 3]</li></ul><p><b>Keahlian Tambahan:</b></p><ul><li>Sertifikasi Mikrotik (MTCNA) atau Cisco (CCNA).</li><li>Kemampuan manajemen tiket support.</li><li>Penyelesaian masalah (troubleshooting) hardware dan software</li></ul><p>Jenis Pekerjaan: Penuh Waktu, Kontrak<br/>Panjang kontrak: 12 bulan</p><p>Lokasi Kerja: Tatap muka</p>","true","0",,"PT KERAMIK DIAMOND INDUSTRIES","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010125853534","113","2794297","Gresik","C","IDR","6500000","5200000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/it-network-support-pt-keramik-diamond-industries-JV_IC2794297_KO0,18_KE19,48.htm?jl=1010125853534","IT NETWORK & SUPPORT","https://www.glassdoor.com/job-listing/j?jl=1010125853534"
"16","<p>Job Description:</p><ul><li>Melakukan instalasi GPS hardware ke customer</li><li>Melakukan maintainance apabila ada kendala GPS milik customer</li><li>Melakukan QC Test untuk GPS hardware dan software sebelum pemasangan</li><li>Melakukan instalasi temperature sensor, fuel sensor, dan door sensor sesuai kebutuhan customer</li><li>Melakukan training website Mceasy ke customer setelah pemasangan</li><li>Bekerjasama dengan tim untuk menangani kendala saat pemasangan di lapangan</li><li>Melakukan rekap instalasi harian dan mingguan untuk report ke atasan</li></ul><p>Requirements:</p><ul><li>Pendidikan min SMK Jurusan Otomotif/Teknik Kendaraan Ringan/Setara (Pengalaman pernah magang sebagai mekanik di bengkel mobil)</li><li>Fresh Graduate dipersilahkan melamar</li><li>Sudah ada pengalaman pemasangan GPS (nilai plus)</li><li>Mempunyai kendaraan pribadi (Motor)</li><li>Mempunyai SIM C</li><li>Komunikasi jelas dan pekerja keras</li><li>Paham kelistrikan kendaraan preferably mobil, tetapi motor tidak apa-apa</li><li>Bersedia bekerja secara mobile ke seluruh wilayah Indonesia</li><li>Bersedia ditugaskan dalam waktu tertentu sesuai schedule dari customer</li></ul><p>Jenis Pekerjaan: Kontrak<br/>Panjang kontrak: 3 bulan</p><p>Pendidikan:</p><ul><li>SMA/SMU/SMK (Diutamakan)</li></ul><p>Pengalaman:</p><ul><li>Magang di bengkel mobil/motor: 1 tahun (Diutamakan)</li></ul><p>Lokasi Kerja: Tatap muka</p>","true","0",,"Sinergi Performa Cipta","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010137892743","113","2790381","Bengkulu","C","IDR","2930000","2930000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/teknisi-gps-sinergi-performa-cipta-JV_IC2790381_KO0,11_KE12,34.htm?jl=1010137892743","Teknisi GPS","https://www.glassdoor.com/job-listing/j?jl=1010137892743"
"2","<div><p><b>Requisition ID: </b>99987</p><p><b>
Job Category: </b>Infrastructure</p><p><b>
Location: </b>Jakarta, JK, Indonesia</p><p><br>
Join a company that is passionately committed to the pursuit of a better world through positive change. With more than 70 years of business and technical expertise in mining, energy, and infrastructure, our 10,000 colleagues in 150 countries tirelessly work toward bettering the industries in which we operate. With practical solutions that are safe, innovative and sustainable, we think globally while acting locally. Are you looking for an opportunity to join a diverse group of professionals who are committed to remaining exceptional? We look forward to hearing from you.</p><p></p><p><br>
Our expertise in infrastructure includes aviation, highways and bridges, planning and advisory services, ports, rail and transit, tunnels, and water. Want to be part of the creation and construction of our cities? Then the infrastructure team is for you!</p><br>
<div><div><p>
Our Infrastructure team is growing, fuelled by project wins and future expansion. We&rsquo;re seeking a passionate <b>Structural Bridge Engineer</b> to join our team and play a key role in shaping major infrastructure outcomes. If you have proven experience in the infrastructure sector and are eager to elevate your career, this is a fantastic opportunity to do meaningful work that makes an impact. You&rsquo;ll collaborate on a diverse range of projects for well‑known, reputable clients giving you exposure, challenge, and the chance to truly grow your expertise.</p><p></p><p><br>
With our business entering an exciting phase of expansion, you&rsquo;ll be empowered to accelerate your career, broaden your technical capabilities, and contribute to the growth of both our practice and the wider Hatch communities of practice. This is your opportunity to be part of something dynamic, influential, and future‑focused.</p><p></p><p><b><br>
Key Responsibilities of this role include:</b></p><ul><li><div>
Playing a key role in driving the engineering commitments process to ensure alignment with scope, schedule, budget, and procedures for successful project completion</div></li><li>
Provide Structural engineering analysis and design for varied public and heavy industrial structures and associated foundations for steel and concrete in accordance to applicable standards</li><li>
Prepare, reviewing and checking engineering calculations, technical specifications and scopes of work</li><li>
Prepare Material Take Offs/Bill of quantities</li><li>
Review and check engineering drawings</li><li>
Provide input to engineering, operating and cost estimates</li><li><div>
Providing input into design reviews and contributing to the design lifecycle from tender and feasibility through to detailed design execution</div></li><li>
Client/Stakeholder management</li><li>
Assistance on bidding and tenders</li><li>
Mentoring junior staff</li></ul><p></p><p><b><br>
Key required qualifications and experience</b><b>:</b></p><p>
You will bring experience in coordinating, designing, and delivering road projects within multi‑disciplinary teams, supported by a degree in Civil Engineering from a recognised tertiary institution. Your background includes demonstrated structural design experience across bridges, culverts, walls, and ideally heavy industrial or materials‑handling facilities. You will be proficient in structural design software such as SpaceGass, Strand7 and STAAD.Pro, and possess strong knowledge of industry and regulatory standards, including relevant Australian codes. Experience within the public infrastructure sector is essential.</p></div></div><p></p><p><b><br>
Why join us?</b></p><ul><li>
Work with great people to make a difference</li><li>
Collaborate on exciting projects to develop innovative solutions</li><li>
Top employer</li></ul><p><b><br>
What we offer you?</b></p><ul><li>
Flat and connected organisation</li><li>
Think globally, work locally</li><li>
Supportive and collaborative workplace</li></ul><p></p><p><br>
Don't meet every single requirement? You don't need to. At Hatch, we are building a diverse, inclusive workplace that fosters innovation. If you're interested in this role, we encourage you to apply even if your past experiences don't perfectly align with the skills we've listed.</p><p></p><p><br>
We're committed to fostering a workforce that reflects the diversity of the communities in which we operate and serve. Hatch is an Equal Opportunity Employer that considers applicants without regard to age, race, color, national origin, citizenship, religion, creed, gender, sexual orientation, marital status, disability, veteran, or any other protected status. If you have any accommodation requirements, please let us know. We'll do our best to meet your needs in accordance with applicable local legislation.</p></div><p></p>","true","153780","https://media.glassdoor.com/sql/153780/hatch-squarelogo-1594909029295.png","Hatch Ltd","https://www.glassdoor.com/Overview/W-EI_IE153780.htm","1010151304859","113","2709872","Jakarta","C","IDR",,,,,"3.8","https://www.glassdoor.com/job-listing/structural-bridge-engineer-hatch-JV_IC2709872_KO0,26_KE27,32.htm?jl=1010151304859","Structural Bridge Engineer","https://www.glassdoor.com/job-listing/j?jl=1010151304859"
